CONTENT_ID,MASTER_CONTENT_ID,SERIES_ID,CP_CD,MCP_CD,CONTRACTID,TITLE_BRIEF,CTGR_NAME,TITLE_DISPLAY_NAME,ORIGIN_TITLE,ORIGIN_TITLE_LANGUAGE,ENGLISHSUBTITLE,ENGLISHTITLE,TITLESHORT,EPISODE_NAME,SEASON_NO,ISSERIESPREMIER,EPISODE_ID,IS_FINALE,SUMMARY_LONG,Guidance_Words,SUMMARY_MEDIUM,SUMMARY_SHORT,KTRATING,RATING,DISPLAY_RUN_TIME,GENRE_MAIN,SUB_GENRE1,SUB_GENRE2,SUB_GENRE3,SUB_GENRE4,SUB_GENRE5,DESCRIPTION,TITLESORTABLE,MAINANDSUBKEYWORDS,DIRECTOR,WRITER_DISPLAY,ACTORS_DISPLAY,YEAR,COUNTRY_OF_ORIGIN,CONTENT_LANGUAGE,DISTRIBUTOR,PUBLISHER,PRODUCER,LOCAL_PREMIERE_YEAR,RELEASEDATE,BROAD_CHANNEL,BROAD_DATE,BROAD_DAY,KEYWORD,SUBTITLE_DUBBED,SUBTITLE_DUBBED_LANG,MULTI_CAPTION_FLAG,DEFAULT_CAPTION,MULTI_CAPTION_INFO,MULTI_AUDIO_FLAG,DEFAULT_AUDIO,MULTI_AUDIO_INFO,AUDIOLANGUAGE,ATTACH_VIDEO_TYPE,VIDEOSERVICETYPE,VIDEOTYPE,INGESTERTYPE,PRIZE,ACTORS_LEADING,ACTORS_SUPPORTING,HOST_NAME,GUESTS,NARRATOR,SPORT_EVENT_NAME,SPORT_LEAGUE,SPORT_BROAD_TYPE,SPORT_ENTRY,SPORT_HOST_PLACE,SPORT_HOST_YEAR,PLAYER,COMPOSER,CONDUCTOR,RECORDING_ARTIST,SONG_TITLE,LYRICIST,ORGANIZATION,SUBJECT,CLASS_GRADE,RELIGION_TYPE,CLASS_YEAR,CLASS_TERM,RECOMMEND_AGE,CLASS_LEVEL,RELATED_MATERIALS,CLASS_PLAN,TEACHER,TEACHER_HISTORY,MOC_ASSETID,DNP_ASSETID,OMS_ASSETID,GENRE_DISPLAY,Detail_Genre_Display,Corner_Watch_Flag,META_WHEN,META_WHERE,META_WHAT,META_WHO,META_EMOTION,META_SUBGENRE,META_SEARCH,META_CHARACTER,META_RECO_TARGET,META_RECO_SITUATION,META_AWARD,RATE_CNT,RATE_TYPE,RATE_AVERAGE,EXPERT_CODE,RATE_VALUE,RATE_COMMENT,EXPERT_COMPANY,HOME_PORTAL_USE_YN,DIRECTOR_ID,DIRECTOR_NAME,TRACTOR_DISPLAY_ID,TRACTOR_DISPLAY_NAME,ASACTOR_DISPLAY_ID,ASACTOR_DISPLAY_NAME,ACTORS_DISPLAY_ID,ACTORS_DISPLAY_NAME,ACTORS_DISPLAY_ROLE,HASHTAG,FILM_CD,AUDIENCE_COUNT
10031806760001,1003180676,60020607920000,00313,00313,200002224,2.43세인 고교 남자 배구부(자막) 11회,애니메이션 > 애니메이션,2.43세인 고교 남자 배구부 11화,,,,,2.43세인 고교 남자 배구부 11화,11화 영웅과 천재2,1,,11,,,,"3세트도 뺏기고 물러설 곳이 없어진 세인고. 유니는 오다와 교대해 코트로 돌아온다. 몸 상태가 좋아진 유니는 계속 득점을 해나간다. 4세트 종반, 서로 양보하지 않고 듀스가 이어지는 가운데 공이 날아오른 곳은…",,4,4,00:30,041500,,,,,,,2.43세인 고교 남자 배구부,,,,,,KOR,KOR,,,,,,,,,,자막,KOR,N,,,N,,,JPN,본편,VOD,일반,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MW0L1053SGL1500001,,MW0L1054SGL1500001,14,,,,,,,,,,,,,,0,,,,,,,Y,,,,,,,,,,,,
10022307800001,1002230780,60020225480000,00422,00422,210009100,꼬마기차 추추 18화,애니메이션 > 애니메이션,꼬마기차 추추 18화,,KOR,,,꼬마기차 추추 18화,18화 양이 어디로 갔지?,1,N,18,N,,,너구리 아저씨는 옆 마을 노래자랑에 가있는 동안 누군가 양들을 보살펴주길 바라요. 너구리 아저씨 얘길 듣고 곰곰이가 손을 번쩍 들고 양을 지키겠다고 외쳤어요. 그런데 혼자 양을 지키던 곰곰이는 너무 졸렸어요. 졸다 일어나 양이 잘 있는지 세어봅니다.,너구리 아저씨는 옆 마을 노래자랑에 가있는 동안 누군가 양들을 보살펴주길 바라요. 너구리 아저씨 얘길 듣고 곰곰이가 손을 번쩍 들고 양을 지키겠다고 외쳤어요. 그런데 혼자 양을 지키던 곰곰이는 너무 졸렸어요. 졸다 일어나 양이 잘 있는지 세어봅니다.,1,1,00:30,041600,,,,,,,꼬마기차 추추,,,,,,KOR,KOR,,,,,,,,,,,,N,,,N,,,KOR,본편,VOD,일반,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MXQF700ASGL1500001,MXQF700ASGL1500001,"MXQF700NSGL1500001,MXQI104LSGL1500001",14,,,,,,,,,,,,,,0,,,,,,,Y,,,,,,,,,,,,
10022307780001,1002230778,60020225480000,00422,00422,210009100,꼬마기차 추추 16화,애니메이션 > 애니메이션,꼬마기차 추추 16화,,KOR,,,꼬마기차 추추 16화,16화 자전거를 잘 타려면?,1,N,16,N,,,"곰곰이는 세발자전거를 즐겨 타요. 그런데 코뿔, 함박이가 두발자전거를 타며 곰곰이의 자전거가 느리다며 놀리는군요. '나도 할 수 있어!!' 발끈한 곰곰이가 코뿔 함박에게 두발자전거 타기 내기를 하자고 해요. 자신감을 잃어가는 곰곰이에게 추추와 친구들이 용기를 줘요.","곰곰이는 세발자전거를 즐겨 타요. 그런데 코뿔, 함박이가 두발자전거를 타며 곰곰이의 자전거가 느리다며 놀리는군요. '나도 할 수 있어!!' 발끈한 곰곰이가 코뿔 함박에게 두발자전거 타기 내기를 하자고 해요. 자신감을 잃어가는 곰곰이에게 추추와 친구들이 용기를 줘요.",1,1,00:30,041600,,,,,,,꼬마기차 추추,,,,,,KOR,KOR,,,,,,,,,,,,N,,,N,,,KOR,본편,VOD,일반,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MXQF700CSGL1500001,MXQF700CSGL1500001,"MXQF700PSGL1500001,MXQI104NSGL1500001",14,,,,,,,,,,,,,,0,,,,,,,Y,,,,,,,,,,,,
10022307820001,1002230782,60020225480000,00422,00422,210009100,꼬마기차 추추 20화,애니메이션 > 애니메이션,꼬마기차 추추 20화,,KOR,,,꼬마기차 추추 20화,20화 물감이 왜 모자라지?,1,N,20,N,,,"추추와 친구들이 물감으로 나무를 예쁘게 색칠해요. 그런데 뿅뿅이 물감만 제일 먼저 떨어졌어요. 왜 그럴까요? 지나가던 기린 아저씨가 이유를 말해주어요. '얘들아, 한번 볼래? 이렇게 겹쳐놓으니까 네모가 가장 크고 그다음 동그라미, 그다음이 세모지?'","추추와 친구들이 물감으로 나무를 예쁘게 색칠해요. 그런데 뿅뿅이 물감만 제일 먼저 떨어졌어요. 왜 그럴까요? 지나가던 기린 아저씨가 이유를 말해주어요. '얘들아, 한번 볼래? 이렇게 겹쳐놓으니까 네모가 가장 크고 그다음 동그라미, 그다음이 세모지?'",1,1,00:30,041600,,,,,,,꼬마기차 추추,,,,,,KOR,KOR,,,,,,,,,,,,N,,,N,,,KOR,본편,VOD,일반,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MXQF7008SGL1500001,MXQF7008SGL1500001,"MXQF700LSGL1500001,MXQI104JSGL1500001",14,,,,,,,,,,,,,,0,,,,,,,Y,,,,,,,,,,,,
10024903090001,1002490309,60020225490000,00422,00422,210009100,꼬마기차 추추 3D 7화,애니메이션 > 애니메이션,꼬마기차 추추 3D 7화,,,,,꼬마기차 추추 3D 7화,7화 무슨 악기를 연주하지?,1,N,7,N,,,"추추와 친구들이 음악대를 만들기로 했어요. 추추는 기적소리로 리듬을 만들어내고, 로봉이는 손으로 몸을 치면서 흥겨운 소리를 만들어요. 뽕뿅이는 빈 컵에서 예쁜 소리를 찾았어요. 그런데 악기를 못 만든 곰곰이만 울상이예요.
","추추와 친구들이 음악대를 만들기로 했어요. 추추는 기적소리로 리듬을 만들어내고, 로봉이는 손으로 몸을 치면서 흥겨운 소리를 만들어요. 뽕뿅이는 빈 컵에서 예쁜 소리를 찾았어요. 그런데 악기를 못 만든 곰곰이만 울상이예요.",1,1,00:30,041600,040400,,,,,,꼬마기차 추추 3D 7화,,,,,,KOR,KOR,,,,,,,,,"추추, 꼬마 기차, 뿅뿅이, 토이빌",,,N,,,N,,,KOR,본편,VOD,일반,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MXQF800DSGL1500001,MXQF800DSGL1500001,"MXQF800ESGL1500001,MXQI1046SGL1500001",14,,,,,,,,,,,,,,0,,,,,,,Y,,,,,,,,,,,,
10024903130001,1002490313,60020225490000,00422,00422,210009100,꼬마기차 추추 3D 11화,애니메이션 > 애니메이션,꼬마기차 추추 3D 11화,,,,,꼬마기차 추추 3D 11화,11화 큰 성안에 뭐가 있을까?,1,N,11,N,,,"블록으로 만든 엄청나게 큰 성을 올려다 보는 추추와 친구들의 눈이 휘둥그레졌네요. 그런데 코뿔이가 블록 하나를 살짝 빼버렸어요. 저런, 블록성이 무너지면서 추추와 친구들이 그만 성 안에 갇혀버렸어요! 날은 저물고 집엔 가야하고 어떡하죠? ","블록으로 만든 엄청나게 큰 성을 올려다 보는 추추와 친구들의 눈이 휘둥그레졌네요. 그런데 코뿔이가 블록 하나를 살짝 빼버렸어요. 저런, 블록성이 무너지면서 추추와 친구들이 그만 성 안에 갇혀버렸어요! 날은 저물고 집엔 가야하고 어떡하죠? ",1,1,00:30,041600,040400,,,,,,꼬마기차 추추 3D 11화,,,,,,KOR,KOR,,,,,,,,,"추추, 꼬마 기차, 뿅뿅이, 토이빌",,,N,,,N,,,KOR,본편,VOD,일반,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MXQF800MSGL1500001,MXQF800MSGL1500001,"MXQF800LSGL1500001,MXQI1042SGL1500001",14,,,,,,,,,,,,,,0,,,,,,,Y,,,,,,,,,,,,
10032016920001,1003201692,60020623980000,00134,00134,103070000,1등미디어 시즌5 5화,애니메이션 > 애니메이션,1등 미디어 시즌 5 5화,,,,,1등 미디어 시즌 5 5화,5화 지각 1등을 혼내주자 2편…,1,,5,,,,기생충 1등의 등장! 또다시 버릇을 고치지 못한 지각 1등…? 지각 1등을 혼내주려다 당하게 생긴 이과 1등?! 문과식으로 살기 VS 이과식으로 살기! 과연 둘중에 어떤 게 더 좋을까요?,,4,4,00:30,040700,,,,,,,1등미디어 시즌5,,,,,,KOR,KOR,,,,,,,,,,,,N,,,N,,,KOR,본편,VOD,일반,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MD4L306WSGL1500001,,MD4L306VSGL1500001,14,,,,,,,,,,,,,,0,,,,,,,Y,,,,,,,,,,,,
10031744800001,1003174480,60020602810000,00118,00118,210004680,"거미입니다만, 문제라도? 12화",애니메이션 > 애니메이션,"거미입니다만, 문제라도? 12화",,,,,"거미입니다만, 문제라도? 12화","12화 나의 싸움은, 이제부터다?",1,,12,,,,약점을 극복하기 위해서라도 지룡 아라바와 결판을 내야만 한다. ‘나’는 차근차근 준비해나가며 자신이 가진 모든 힘을 이용하여 트라우마를 극복하기 위해 도전한다. 하지만 최강인 지룡은 치트라고 할 만한 힘을 숨기고 있었는데…,,4,4,00:30,041000,,,,,,,"거미입니다만, 문제라도?",,,,,,KOR,KOR,,,,,,,,,,자막,KOR,N,,,N,,,JPN,본편,VOD,일반,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MB7KC00KSGL1500001,,MB7KC00JSGL1500001,14,,,,,,,,,,,,,,0,,,,,,,Y,,,,,,,,,,,,
10031793810001,1003179381,60020606510000,00274,00274,200002409,SHOW BY ROCK!! STARS!! 12화,애니메이션 > 애니메이션,SHOW BY ROCK!! STARS!! 12화,,,,,SHOW BY ROCK!! STARS!! 12화,12화 아노카나타륨 (최종화),1,,12,,,,"드디어 미디 시티 월드 와이드 러브 록 페스티벌이 시작되고, 참여한 모든 밴드들은 긴장하면서도 자신들이 준비해온 모든 것을 무대에서 보여주겠다며 의욕이 넘쳐있는 상태였다.",,4,4,00:30,041500,,,,,,,SHOW BY ROCK!! STARS!!,,,,,,KOR,KOR,,,,,,,,,,자막,KOR,N,,,N,,,JPN,본편,VOD,일반,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MR6L102QSGL1500001,,MR6L102PSGL1500001,14,,,,,,,,,,,,,,0,,,,,,,Y,,,,,,,,,,,,
10032028960001,1003202896,60020625510000,00134,00134,103070000,명탐정코난 8기 Part1 3화,애니메이션 > 애니메이션,명탐정 코난 8기 (더빙) Part 1 3화,,,,,명탐정 코난 8기 (더빙) Part 1 3화,3화 뒤집힌 결말 (전편),1,,3,,,,"역사소설 전문 작가인 김만수 선생과 앞집에 사는 김만수의 문하생 양봉두, 그 둘은 문하생이 스승 대신 소설을 쓰고 돈을 받는 사이다.",,3,3,00:30,041000,,,,,,,명탐정코난 8기 Part1,,,,,,KOR,KOR,,,,,,,,,,더빙,KOR,N,,,N,,,KOR,본편,VOD,일반,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MD4L307ISGL1500001,,MD4L307HSGL1500001,14,,,,,,,,,,,,,,0,,,,,,,Y,,,,,,,,,,,,
10022307790001,1002230779,60020225480000,00422,00422,210009100,꼬마기차 추추 17화,애니메이션 > 애니메이션,꼬마기차 추추 17화,,KOR,,,꼬마기차 추추 17화,17화 어떤 색깔의 공을 뽑을까?,1,N,17,N,,,"곰곰이와 뿅뿅이가 하고 싶은 놀이가 서로 다른가봐요. 추추가 둘 중 한 사람이 양보를 하면 어떠냐고 제안하지만 막무가내로군요. 고민하던 추추가 좋은 생각을 해냅니다. '아, 얘들아! 그럼 이렇게 하는 게 어때? 빨간공 2개, 파란공 2개로 어떤 걸 하고 놀지 정하는 거야!'","곰곰이와 뿅뿅이가 하고 싶은 놀이가 서로 다른가봐요. 추추가 둘 중 한 사람이 양보를 하면 어떠냐고 제안하지만 막무가내로군요. 고민하던 추추가 좋은 생각을 해냅니다. '아, 얘들아! 그럼 이렇게 하는 게 어때? 빨간공 2개, 파란공 2개로 어떤 걸 하고 놀지 정하는 거야!'",1,1,00:30,041600,,,,,,,꼬마기차 추추,,,,,,KOR,KOR,,,,,,,,,,,,N,,,N,,,KOR,본편,VOD,일반,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MXQF7009SGL1500001,MXQF7009SGL1500001,"MXQF700MSGL1500001,MXQI104MSGL1500001",14,,,,,,,,,,,,,,0,,,,,,,Y,,,,,,,,,,,,
10024903230001,1002490323,60020225490000,00422,00422,210009100,꼬마기차 추추 3D 20화,애니메이션 > 애니메이션,꼬마기차 추추 3D 20화,,,,,꼬마기차 추추 3D 20화,20화 물감이 왜 모자라지?,1,N,20,N,,,"추추와 친구들이 물감으로 나무를 예쁘게 색칠해요. 그런데 뿅뿅이 물감만 제일 먼저 떨어졌어요. 왜 그럴까요? 지나가던 기린 아저씨가 이유를 말해주어요. '얘들아, 한번 볼래? 이렇게 겹쳐놓으니까 네모가 가장 크고 그다음 동그라미, 그다음이 세모지?'","추추와 친구들이 물감으로 나무를 예쁘게 색칠해요. 그런데 뿅뿅이 물감만 제일 먼저 떨어졌어요. 왜 그럴까요? 지나가던 기린 아저씨가 이유를 말해주어요. '얘들아, 한번 볼래? 이렇게 겹쳐놓으니까 네모가 가장 크고 그다음 동그라미, 그다음이 세모지?'",1,1,00:30,041600,040400,,,,,,꼬마기차 추추 3D 20화,,,,,,KOR,KOR,,,,,,,,,"추추, 꼬마 기차, 뿅뿅이, 토이빌",,,N,,,N,,,KOR,본편,VOD,일반,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MXQF8013SGL1500001,MXQF8013SGL1500001,"MXQF8014SGL1500001,MXQI103TSGL1500001",14,,,,,,,,,,,,,,0,,,,,,,Y,,,,,,,,,,,,
10032029200001,1003202920,60020625510000,00134,00134,103070000,명탐정코난 8기 Part1 27화,애니메이션 > 애니메이션,명탐정 코난 8기 (더빙) Part 1 27화,,,,,명탐정 코난 8기 (더빙) Part 1 27화,27화 두명탐정의 3일간의…,1,,27,,,,"고등학생 탐정 광주 대표로 나온 성시율이 자기가 만들고 있던 밀실에서 살해당한 채 발견되자, 식당을 잠시 비웠던 연우와 노 집사, 그리고 가짜 피디 노릇을 한 박웅태가 용의자로 지목된다.",,3,3,00:30,041000,,,,,,,명탐정코난 8기 Part1,,,,,,KOR,KOR,,,,,,,,,,더빙,KOR,N,,,N,,,KOR,본편,VOD,일반,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MD4L307VSGL1500001,,MD4L307WSGL1500001,14,,,,,,,,,,,,,,0,,,,,,,Y,,,,,,,,,,,,
10031793930001,1003179393,60020606520000,00274,00274,200002409,호리미야 12화,애니메이션 > 애니메이션,호리미야 12화,,,,,호리미야 12화,12화 지금까지도 그리고 앞으로도,1,,12,,,,"12월, 이제 곧 크리스마스가 다가온다. 집에 센고쿠를 초대하고 싶은 레미와 부모님이 경영하는 케이크 가게를 돕는 일로 바쁜 미야무라 등 크리스마스를 보내는 형태는 각자 다양했다.",,4,4,00:30,041500,,,,,,,호리미야,,,,,,KOR,KOR,,,,,,,,,,자막,KOR,N,,,N,,,JPN,본편,VOD,일반,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MR6L102TSGL1500001,,MR6L102USGL1500001,14,,,,,,,,,,,,,,0,,,,,,,Y,,,,,,,,,,,,
10031660400001,1003166040,60020596990000,00274,00274,200002409,진격의 거인 더 파이널 시즌 16화,애니메이션 > 애니메이션,진격의 거인 The Final Season 75화,,,,,진격의 거인 The Final Season 75화,75화 천지 (최종화),1,,75,,,,"서로 그리는 미래가 달랐다. 각자 다른 생각을 가지고 충돌할 수밖에 없다. 그리고, 지금 다시 한번 충돌한다.",,5,5,00:30,040300,,,,,,,진격의 거인 더 파이널 시즌,,,,,,KOR,KOR,,,,,,,,,,자막,KOR,N,,,N,,,JPN,본편,VOD,일반,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MR6KC00QSGL1500001,,MR6KC00PSGL1500001,14,,,,,,,,,,,,,,0,,,,,,,Y,,,,,,,,,,,,
10031793440001,1003179344,60020606480000,00274,00274,200002409,유루캠프 2 12화,애니메이션 > 애니메이션,유루캠프 2 12화,,,,,유루캠프 2 12화,12화 이즈 캠핑!!! 생일!,1,,12,,,,이즈 여행 2일째. 도가시마 공원의 해안에서 톰볼로를 둘러보며 이즈 관광을 즐기는 나데시코 일행. 그리고 밤에는 기다리고 기다리던 나데시코와 아오이의 서프라이즈 생일 파티를 결행하는데!,,3,3,00:30,041500,,,,,,,유루캠프 2,,,,,,KOR,KOR,,,,,,,,,,자막,KOR,N,,,N,,,JPN,본편,VOD,일반,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MR6L104PSGL1500001,,MR6L104QSGL1500001,14,,,,,,,,,,,,,,0,,,,,,,Y,,,,,,,,,,,,
10031793200001,1003179320,60020606460000,00274,00274,200002409,약속의 네버랜드 2 11화,애니메이션 > 애니메이션,약속의 네버랜드 2 11화,,,,,약속의 네버랜드 2 11화,11화 약속의 네버랜드 2 (최종화),1,,11,,,,피터 러트리는 러트리 가문의 당주였던 형 제임스를 어렸을 적부터 존경했다. 하지만 약속을 지키는 것이 일족의 사명이라 믿었던 피터는 제임스가 스스로를 '윌리엄 미네르바'라고 칭하며 식용아를 구하기 위해 그들을 지원하는 것을 이해하지 못하는데…,,5,5,00:30,040100,,,,,,,약속의 네버랜드 2,,,,,,KOR,KOR,,,,,,,,,,자막,KOR,N,,,N,,,JPN,본편,VOD,일반,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MR6L102GSGL1500001,,MR6L102FSGL1500001,14,,,,,,,,,,,,,,0,,,,,,,Y,,,,,,,,,,,,
10022307860001,1002230786,60020225480000,00422,00422,210009100,꼬마기차 추추 24화,애니메이션 > 애니메이션,꼬마기차 추추 24화,,KOR,,,꼬마기차 추추 24화,24화 곰곰이가 어디에 있을까?,1,N,24,N,,,오늘은 토이빌에 하얀 안개가 잔뜩 끼었네요. 추추와 친구들은 신이 났어요. 앗! 안갯속을 달리던 추추와 친구들이 길이 안 보이는 탓에 어딘가로 뚝 떨어지고 말았어요. 추추와 친구들이 떨어진 곳은 모든 것이 동화책으로 만들어진 동화책 나라였어요!,오늘은 토이빌에 하얀 안개가 잔뜩 끼었네요. 추추와 친구들은 신이 났어요. 앗! 안갯속을 달리던 추추와 친구들이 길이 안 보이는 탓에 어딘가로 뚝 떨어지고 말았어요. 추추와 친구들이 떨어진 곳은 모든 것이 동화책으로 만들어진 동화책 나라였어요!,1,1,00:30,041600,,,,,,,꼬마기차 추추,,,,,,KOR,KOR,,,,,,,,,,,,N,,,N,,,KOR,본편,VOD,일반,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MXQF7003SGL1500001,MXQF7003SGL1500001,"MXQF700GSGL1500001,MXQI104FSGL1500001",14,,,,,,,,,,,,,,0,,,,,,,Y,,,,,,,,,,,,
10032016950001,1003201695,60020623980000,00134,00134,103070000,1등미디어 시즌5 8화,애니메이션 > 애니메이션,1등 미디어 시즌 5 8화,,,,,1등 미디어 시즌 5 8화,8화 사냥의 시작 & 잘 나신 그분,1,,8,,,,드디어 본격적인 움직임이 시작되었다! 어디서부터 시작해볼까?,,4,4,00:30,040700,,,,,,,1등미디어 시즌5,,,,,,KOR,KOR,,,,,,,,,,,,N,,,N,,,KOR,본편,VOD,일반,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MD4L3073SGL1500001,,MD4L3074SGL1500001,14,,,,,,,,,,,,,,0,,,,,,,Y,,,,,,,,,,,,
10031745030001,1003174503,60020602820000,00118,00118,210004680,에스케이 에이트 (SK8) 11화,애니메이션 > 애니메이션,에스케이 에이트 (SK8) 11화,,,,,에스케이 에이트 (SK8) 11화,11화 킹 VS 잔챙이,1,,11,,,,어느 날 레키에게 전해진 하나의 초대장. 이는 섀도를 대신해 레키를 비프에 초대하는 아다무의 초대장이었다. 호기롭게 비프에 응하는 레키. 그에겐 뭔가 비장의 무기가 있는 것만 같다.,,4,4,00:30,040100,,,,,,,에스케이 에이트 (SK8),,,,,,KOR,KOR,,,,,,,,,,자막,KOR,N,,,N,,,JPN,본편,VOD,일반,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MB7KC056SGL1500001,,MB7KC055SGL1500001,14,,,,,,,,,,,,,,0,,,,,,,Y,,,,,,,,,,,,
10031826300001,1003182630,60020609990000,50005,50005,200002386,로그 호라이즌 원탁붕괴 10화,애니메이션 > 애니메이션,로그 호라이즌 원탁붕괴 10화,,,,,로그 호라이즌 원탁붕괴 10화,10화 아키바의 미궁,1,,10,,,,"실망의 전재 엘레이누스의 공격으로 인해 아키바는 혼란에 빠지게 되고, 상급 레벨의 모험자들은 모두 35레벨로 강제 격하된다. 그리고 연소조의 인솔 당번으로서 시범 시스템으로 미리 레벨을 낮췄던 아카츠키는 미노리 일행과 합류하게 되는데…",,4,4,00:25,041000,,,,,,,로그 호라이즌 원탁붕괴,,,,,,KOR,KOR,,,,,,,,,,자막,KOR,N,,,N,,,JPN,본편,VOD,일반,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MUTL1019SGL1500001,,MUTL101ASGL1500001,14,,,,,,,,,,,,,,0,,,,,,,Y,,,,,,,,,,,,
10031795130001,1003179513,60020606610000,00274,00274,200002409,회복술사의 재시작 11화,애니메이션 > 애니메이션,회복술사의 재시작 11화,,,,,회복술사의 재시작 11화,"11화 회복술사는, 노른 공주의…",1,,11,,,,케알라로 변신해서 블레이드의 방에 들어가 블레이드를 구속한 케얄가. 증오스러운 '검'의 용사에게 복수를 하기 위해 케얄가가 준비한 것은 블레이드가 가장 끔찍하게 생각하는 것이었다.,,5,5,00:30,041000,,,,,,,회복술사의 재시작,,,,,,KOR,KOR,,,,,,,,,,자막,KOR,N,,,N,,,JPN,본편,VOD,일반,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MR6L105OSGL1500001,,MR6L105NSGL1500001,14,,,,,,,,,,,,,,0,,,,,,,Y,,,,,,,,,,,,
10031777460001,1003177746,60020580990000,00274,00274,200002409,주술회전 24화,애니메이션 > 애니메이션,주술회전 24화,,,,,주술회전 24화,24화 공범 (최종화),1,,24,,,,주태구상도' 형제 에소우와 케치즈를 상대하는 이타도리와 쿠기사키였지만 에소우 케치즈의 피를 뒤집어쓰게 되면서 체내에서 부식이 시작된다. 궁지에 몰린 쿠기사키는 스스로를 못으로 찌르며 '공명'을 발동한다. 형제와의 인내심 대결을 시작한 쿠기사키.,,4,4,00:30,040100,,,,,,,주술회전,,,,,,KOR,KOR,,,,,,,,,,자막,KOR,N,,,N,,,JPN,본편,VOD,일반,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MR6KC02MSGL1500001,,MR6KC02LSGL1500001,14,,,,,,,,,,,,,,0,,,,,,,Y,,,,,,,,,,,,
10031793690001,1003179369,60020606500000,00274,00274,200002409,나만 들어가는 숨겨진 던전 12화,애니메이션 > 애니메이션,나만 들어가는 숨겨진 던전 12화,,,,,나만 들어가는 숨겨진 던전 12화,12화 질 수 없는 싸움 (최종화),1,,12,,,,"어째서 올리비아는 노르에게 헌신적인가. 그것은 모험가 시절에 일어난 어떤 사건과 관계가 있었다. 한편, 가짜 올리비아에 의해 궁지에 몰려 절체절명의 위기에 빠진 노르. 타개책을 찾을 수 것인가?!",,5,5,00:30,041000,,,,,,,나만 들어가는 숨겨진 던전,,,,,,KOR,KOR,,,,,,,,,,자막,KOR,N,,,N,,,JPN,본편,VOD,일반,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MR6L106KSGL1500001,,MR6L106JSGL1500001,14,,,,,,,,,,,,,,0,,,,,,,Y,,,,,,,,,,,,
10022307830001,1002230783,60020225480000,00422,00422,210009100,꼬마기차 추추 21화,애니메이션 > 애니메이션,꼬마기차 추추 21화,,KOR,,,꼬마기차 추추 21화,21화 몇 걸음이라고?,1,N,21,N,,,"추추와 친구들이 알록거미를 만났어요. 그런데 거미줄이 나무가 아니라 땅에 쳐져 있어요. 알록거미는 몸집이 커져서 살 수 있는 나무가 없다며 슬퍼해요. 추추가 알록거미가 살 수 있는 커다란 나무를 가져오기로 하고, 뿅뿅이는 자기 발걸음으로 알록거미의 크기를 쟀어요.","추추와 친구들이 알록거미를 만났어요. 그런데 거미줄이 나무가 아니라 땅에 쳐져 있어요. 알록거미는 몸집이 커져서 살 수 있는 나무가 없다며 슬퍼해요. 추추가 알록거미가 살 수 있는 커다란 나무를 가져오기로 하고, 뿅뿅이는 자기 발걸음으로 알록거미의 크기를 쟀어요.",1,1,00:30,041600,,,,,,,꼬마기차 추추,,,,,,KOR,KOR,,,,,,,,,,,,N,,,N,,,KOR,본편,VOD,일반,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MXQF7006SGL1500001,MXQF7006SGL1500001,"MXQF700JSGL1500001,MXQI104ISGL1500001",14,,,,,,,,,,,,,,0,,,,,,,Y,,,,,,,,,,,,
