SERIES_ID,MASTER_SERIES_ID,CP_CD,MCP_CD,CONTRACTID,TITLE,CTGR_NAME,TITLE_DISPLAY_NAME,TITLESHORT,TITLESORTABLE,SUMMARY_MEDIUM,SERS_ENDBRD_YN,SEASON_NO,RATING,GENRE_MAIN,DIRECTOR,WRITER_DISPLAY,ACTORS_DISPLAY,COUNTRY_OF_ORIGIN,CONTENT_LANGUAGE,BROAD_CHANNEL,BROAD_DAY,ATTACH_VIDEO_TYPE,VIDEOSERVICETYPE,VIDEOTYPE,GENRE_DISPLAY,DETAIL_GENRE_DISPLAY,CORNER_WATCH_FLAG
60020622010000,90000000013304,00498,00498,200001617,귀취등 : 사라진 고성,시리즈 > 중드,귀취등 : 사라진 고성,귀취등 : 사라진 고성,귀취등 : 사라진 고성,"[올레tv 선독점! 채널방송 종료 후, 당일 월~금요일에 업데이트 됩니다.]
후바이와 뚱보(왕카이쉬안)는 골동품을 주워 비싸게 팔 요령으로 뉴신산에 돌아가지만 뉴신산 일대는 이미 정부에서 만든 고고학 발굴대가 발굴을 진행 중이었다.",N,1,4,031300,"공생,손묵룡,주유",,"근동,진교은",CHN,CHN,기타,"월,화,수,목",본편,VOD,일반,12,1206,N
60020609800000,90000000011754,52401,52401,210003903,엔티비스튜디오의 자연풍경여행,CJ > DIATV,엔티비스튜디오의 자연풍경여행,엔티비스튜디오의 자연풍경여행,엔티비스튜디오의 자연풍경여행,아름다운 자연 풍경으로 힐링하는 엔티비 스튜디오의 랜선 여행!,N,1,1,050100,,,,KOR,KOR,기타,월,본편,VOD,일반,11,1102,N
60020475330000,81000000015370,50377,50377,200002176,(클립) 비하인드 연예뉴스,클립 > 연예/오락,(클립) 비하인드 연예뉴스,(클립) 비하인드 연예뉴스,(클립) 비하인드 연예뉴스,연예계의 숨겨진 이야기를 생생하게 전달하는 연예뉴스,N,1,3,140000,,,,KOR,KOR,,,본편,VOD,클립,90,9001,N
60020606520000,90000000011600,00274,00274,200002409,호리미야,애니메이션 > 애니메이션,호리미야,호리미야,호리미야,"[해당 시리즈는 매주 화요일에 업데이트 됩니다.]
이어지고, 얽히면서 세계는 날마다 변해간다. 호리 쿄코는 미인에다 성적도 우수해서 학교에서는 반의 중심인물이다. 하지만 사실은 맞벌이를 하는 부모님을 대신해서 놀지도 않고 집안일을 하고 터울이 많이 지는 남동생을 돌보는 가정적인 고등학생이다. 어느 날, 다친 남동생, 소타를 모르는 남자가 집에 데려다준다.
(1화를 무료로 시청하실 수 있습니다.)",N,1,4,041500,,,,KOR,KOR,,,본편,VOD,일반,14,1404,N
60020523440000,90000000003643,00033,00033,101570000,신상출시 편스토랑,지상파 > KBS > 연예오락,신상출시 편스토랑,신상출시 편스토랑,신상출시 편스토랑,연예계 소문난 맛.잘.알 6인의 스타들이 혼자 먹기에 아까운 필살의 메뉴를 공개! 전국의 편의점에서 출시되는 편의점 신상 서바이벌 프로그램,N,1,4,050100,"황성훈,최승범",,"이경규,이영자,허경환,이유리,오윤아,류수영,이지혜",KOR,KOR,KBS2,금,본편,VOD,일반,11,1102,N
60020519680000,90000000003170,00033,00033,101570000,더 라이브,지상파 > KBS > 시사교양,더 라이브,더 라이브,더 라이브,KBS가 하루의 소식들을 쉽고 재미있게 시청자들과 실시간 소통하며 생생하게 이야기하는 새로운 형태의 시사 토크쇼,N,1,1,060000,"이내규,김범수,최정빈,진정회","김현경,최하나,강한별","최욱,오언종",KOR,KOR,KBS1,"월,화,수,목",본편,VOD,일반,11,1103,N
40000000081065,81000000004824,00002,00002,101650000,생활의 달인,지상파 > SBS > 시사교양,생활의 달인,생활의 달인,생활의 달인,수십 년간 한 분야에 종사하며 부단한 열정과 노력으로 달인의 경지에 이르게 된 사람들. 비록 소박한 일이지만 평생을 통해 최고가 된 '생활 달인'의 놀라운 득도의 경지를 만나는 시간!,N,1,1,060200,"이상준,심재욱",,,KOR,KOR,SBS,월,,VOD,,11,1103,N
60020377960000,81000000004433,00469,00469,112100000,천일야사,종편 > 채널A > 연예오락,천일야사,천일야사,천일야사,세상을 지배한 리더들! 그들의 거대하고 치열한 승부의 역사가 시작된다. 수많은 미스터리부터 희대의 사건들 뒤에 숨겨진 진실까지! 한 편의 재연 극으로 풀어내는 솔깃하고도 흥미로운 이야기를 만나본다.,N,1,4,060000,장시원,,,KOR,KOR,채널A,수,본편,VOD,일반,11,1103,N
60020610470000,90000000012736,00524,00524,210003100,2020 고교동창 골프최강전,스포츠 > 골프,2020 고교동창 골프최강전,2020 고교동창 골프최강전,2020 고교동창 골프최강전,2020 고교동창 골프최강전,N,1,1,090700,,,,KOR,KOR,,,본편,VOD,일반,18,1807,N
60020562630000,90000000007727,00344,00344,101540000,신박한 정리,CJ > TVN,신박한 정리,신박한 정리,신박한 정리,나만의 공간인 '집'의 물건을 정리하고 공간에 행복을 더하는 노하우를 함께 나누는 프로그램,N,1,3,050100,,,"신애라,박나래,윤균상",KOR,KOR,tvN,월,본편,VOD,일반,11,1102,N
60020553850000,90000000007317,52082,00239,210002701,포비든 앨리,OPEN > 뮤직/라이프,포비든 앨리,포비든 앨리,포비든 앨리,"신이 무심코 지나쳤던 골목, 그 속에 숨겨진 문화, 건축 그리고 삶의 이야기!",Y,1,,080800,,,,KOR,KOR,,,본편,VOD,일반,17,1703,N
60020606490000,90000000011595,00274,00274,200002409,약캐 토모자키 군,애니메이션 > 애니메이션,약캐 토모자키 군,약캐 토모자키 군,약캐 토모자키 군,"[해당 시리즈는 매주 화요일에 업데이트 됩니다.]
토모자키 후미야는 일본 최고의 게이머지만 현실에서는 외톨이 고교생이다. '인생은 망겜이다'라고 말하는 그가 만난 것은 학교의 완벅한 히로인 히나미 아오이였다. '이 '인생'이라는 게임에 진심으로 임하도록 해!' 인생은 과연 망겜인가 갓겜인가? 히나미의 지도를 받은 약캐 고등학생의 인생 공략이 시작된다.
(1화를 무료로 시청하실 수 있습니다.)",N,1,4,041500,,,,KOR,KOR,,,본편,VOD,일반,14,1404,N
60020562390000,90000000012903,00524,00524,210007741,당신의 일상을 밝히는가,기타 케이블 > 연예오락,당신의 일상을 밝히는가,당신의 일상을 밝히는가,당신의 일상을 밝히는가,트렌드세터라면 바로 여기! ‘좀 아는 언니’들이 챙겨보는 라이프 매거진 당신의 일상을 밝히는 가!,N,1,4,050100,"이은경,오미라,이주혜",,"박은혜,한영",KOR,KOR,기타,"화,수,목",본편,VOD,일반,11,1102,N
60020605210000,90000000011385,00003,00003,115580000,2021 세계테마기행,지상파 > EBS > 다큐교양,2021 세계테마기행,2021 세계테마기행,2021 세계테마기행,"살아있는 체험기를 전달하는 여행 프로그램. 전 세계를 직접 다니며 찬란한 문명 유적지와 자연유산, 다양한 방식으로 삶을 영위해 가는 세계인들의 숨은 일상까지 생생히 보여드립니다.",N,1,1,060000,,,,KOR,KOR,EBS,"월,화,수,목",본편,VOD,일반,11,1103,N
60020614190000,90000000012402,00033,00033,101570000,미스 몬테크리스토,지상파 > KBS > 드라마,미스 몬테크리스토,미스 몬테크리스토,미스 몬테크리스토,믿었던 친구들에게 죽음까지 내몰렸던 한 여인이 복수를 다짐하고 돌아와 송두리째 빼앗긴 인생을 되찾는 드라마,N,1,4,030500,박기호,정혜원,"이소연,최여진,경성환,이상보",KOR,KOR,KBS2,"월,화,수,목,금",본편,VOD,일반,11,1101,N
60020531820000,90000000005584,53721,53721,210006420,디마 마스터클래스,기타 > 기타,디마 마스터클래스,디마 마스터클래스,디마 마스터클래스,예술 분야의 유명인사를 초빙하여 예술인을 꿈꾸는 대학생들에게 자신의 직업관과 인생에 대해 생생하게 들려주는 교육용 토크 프로그램,N,1,1,060600,백승현,,한화성,KOR,KOR,기타,,본편,VOD,일반,90,9001,N
60020623180000,90000000013107,50356,50356,200002088,로켓걸의 서유기 모험,어린이/유아 > 동화,로켓걸의 서유기 모험,,로켓걸의 서유기 모험,"어느 날 느닷없이 메트로 시티에 출몰해 말썽을 피우는 손오공을 제압하기 위해 로켓걸이 출동합니다. 과연 손오공과 슈퍼 히어로 로켓걸의 만남은 어떻게 전개될까요?
(1,2화를 무료로 감상하세요!)",N,1,1,041600,,,,KOR,KOR,,,본편,VOD,일반,13,1301,N
60020536630000,90000000004864,52401,52401,210003903,두만두 식사일기,CJ > DIATV,두만두 식사일기,두만두 식사일기,두만두 식사일기,브이로그와 푸드레시피가 만난 두만두의 식사일기.,N,1,4,050100,,,두만두,KOR,KOR,기타,월,본편,VOD,일반,11,1102,N
60020482610000,81000000015321,00461,00461,112080000,미라클 푸드,종편 > JTBC > 시사교양,미라클 푸드,미라클 푸드,미라클 푸드,백세시대를 질병 없이 건강하게 맞이하기 위해서 우리는 무엇을 어떻게 먹어야 하는 것일까? ‘맛있는 이야기 미라클 푸드’에서 그 해답을 알려준다!!,N,1,3,060000,김희성,백인숙,"이기호,오현경,배동성,이승신,윤수현",KOR,KOR,JTBC,토,본편,VOD,일반,11,1103,N
60020567990000,90000000008317,52341,52341,210003701,애로부부,기타 케이블 > 연예오락,애로부부,애로부부,애로부부,‘에로’는 가고 ‘애로’만 남은 부부들을 위한 화끈한 설전! 한때 뜨거웠던 에로의 기억만으로 버티기엔 너무나 애로가 많은 부부들을 위해 언니들이 떴다. 농염한 리얼 판타지가 느껴지는 트랜디한 드라마와 예능!,N,1,4,050100,"유창섭,정은하,김정우,권창범",,"최화정,홍진경,이상아,이용진,양재진",KOR,KOR,기타,월,본편,VOD,일반,11,1102,N
60020620390000,90000000012808,00344,00344,101540000,마우스,CJ > TVN,마우스,마우스,마우스,무법 형사 고무치가 사이코패스 중 상위 1퍼센트로 불리는 가장 악랄한 프레데터와 대치 끝에 운명이 송두리째 뒤바뀌는 모습을 그려낸 본격 인간 헌터 추적극,N,1,4,030500,,,"이승기,이희준,박주현,경수진,안재욱,김정난,권화운,조재윤,정애리,안내상,",KOR,KOR,tvN,"수,목",본편,VOD,일반,11,1101,N
60020478420000,81000000014888,52401,52401,210003903,박씨네 미장원,CJ > DIATV,박씨네 미장원,박씨네 미장원,박씨네 미장원,박씨네 미장원,N,1,4,050100,,,"박막례,하늘,정재호,기우쌤,곽지환",KOR,KOR,기타,월,본편,VOD,일반,11,1102,N
60020168090000,60020168090000,00002,00002,101650000,그것이 알고싶다,지상파 > SBS > 시사교양,그것이 알고싶다,그것이 알고싶다,그것이 알고싶다,다양한 분야를 넘나들며 놀라운 사실을 취재한다. 진실의 눈으로 믿기지 않는 사건을 파고드는 탐사 저널리즘 프로그램.,N,1,1,060000,박진홍,,김상중,KOR,KOR,SBS,토,,VOD,,11,1103,N
60020629830000,,51241,51241,210000784,(인앱상품) 핑크퐁 색칠놀이,인앱 > VOD > 일반,(인앱상품) 호기,(인앱상품) 호기,(인앱상품) 호기,(인앱상품) 호기,N,1,1,140000,,,,KOR,KOR,,,본편,VOD,일반,90,9001,N
60020615820000,,51241,51241,210000784,(인앱상품) 핑크퐁 랭킹쇼 2,인앱 > VOD > 일반,(인앱상품) 스피드왕 친구들,(인앱상품) 스피드왕 친구들,(인앱상품) 스피드왕 친구들,(인앱상품) 스피드왕 친구들,N,1,1,140000,,,,KOR,KOR,,,본편,VOD,일반,90,9001,N
60020590680000,90000000010543,00033,00033,101570000,재난탈출 생존왕,지상파 > KBS > 시사교양,재난탈출 생존왕,재난탈출 생존왕,재난탈출 생존왕,"다양한 재난 현장을 직접 찾아가 원인과 위험성을 알아보고, 실험, 사고 체험, 상황 재연 등을 통해 안전정보를 입체적으로 전달하는 프로그램",N,1,4,060000,"김승동,이승석,조현우,박건욱","김서경,이루다,이다솜,안유연,황정혜,","김숙,이광용,정시아,최영재",KOR,KOR,KBS1,금,본편,VOD,일반,11,1103,N
60020628990000,90000000013425,00469,00469,112100000,바다마켓,종편 > 채널A > 연예오락,바다마켓,바다마켓,바다마켓,바다마켓,N,1,3,050100,,,"신현준,오세득,윤보미,혜린",KOR,KOR,채널A,토,본편,VOD,일반,11,1102,N
60020604010000,90000000011343,00003,00003,115580000,2021 모여라 딩동댕,지상파 > EBS > 유아,2021 모여라 딩동댕,2021 모여라 딩동댕,2021 모여라 딩동댕,"국내 유일의 어린이를 위한, 어린이에 의한, 어린이의 공개방송으로 어린이들의 눈높이에 맞는 공연내용으로 다양한 지식과 더불어 무한한 상상력과 감성을 키워주는 프로그램입니다.",N,1,1,031600,,,,KOR,KOR,EBS,토,본편,VOD,일반,13,1307,N
60020441880000,90000000011465,00270,00270,210001209,NBA,스포츠 > SPO TV,NBA,NBA,NBA,2017-2018 NBA PLAYOFFS,N,1,1,090500,,,,KOR,KOR,,,본편,VOD,일반,18,1803,N
60020610600000,90000000012106,54761,00239,210008640,무민밸리 대소동,OPEN > 애니메이션,무민밸리 대소동,무민밸리 대소동,무민밸리 대소동,무민가족과 친구들이 사는 무민 골짜기로 놀러 오세요. 숲속을 거닐며 자연과 함께 사는 이 골짜기에서 일어나는 신비로운 사건들과 따듯한 이웃들 간의 이야기를 그려나가요.,Y,1,1,040300,,,,GBR,ENG,기타,월,본편,VOD,일반,14,1402,N
60020607800000,90000000011757,50005,50005,200002386,괴물사변,애니메이션 > 애니메이션,괴물사변,괴물사변,괴물사변,"[해당 시리즈는 매주 화요일에 업데이트 됩니다.]
예로부터 이 세상의 그림자에 숨어들어 사람들의 눈에 띄지 않으면서, 사람들과 관계되어 살아가는 괴물이라는 존재. 그들 중 대다수는 인간 세상에 적응해 사회 속에 섞여들어 살고 있다. 하지만 현대에는 인간과 필요 이상으로 깊게 관계를 맺으려 하는 경우가 다수 보고되는 상황.
(1화를 무료로 시청하실 수 있습니다.)",N,1,4,041000,,,,KOR,KOR,,,본편,VOD,일반,14,1402,N
60020550580000,90000000006504,00003,00003,115580000,고양이를 부탁해 시즌 2,지상파 > EBS > 다큐교양,고양이를 부탁해 시즌 2,,고양이를 부탁해 시즌 2,"[본 시리즈는 매주 화요일 업데이트 됩니다.]
반려묘의 다양한 문제 행동과 지금껏 알지 못했던 반려묘의 속마음에 대해 알아보고, 행복한 반려 가정이 되기 위한 해답을 찾기 위한 <세상에 나쁜 개는 없다>에 이은 또 한 번의 프로젝트가 시작된다.",N,1,1,060700,,,,KOR,KOR,EBS,금,본편,VOD,일반,11,1103,N
40000000001546,40000000001546,00003,00003,115580000,명의,지상파 > EBS > 다큐교양,명의,명의,,"환자의 가슴 아픈 사연을 소개하기보다 질병을 눈앞에 두고 이를 치료하기 위해 밤잠 자지 않고 고민하는 의료진의 모습에, 새로운 치료법과 수술법을 개발하기 위해 노력하는 의사들의 진지한 표정에 주목하는 다큐멘터리.",N,1,1,031400,,,,KOR,KOR,EBS,금,,VOD,본편,11,1103,N
60020263170000,80000000014234,00003,00003,115580000,지식채널e,지상파 > EBS > 다큐교양,,,,,지식채널e,지식채널e,지식채널e,,지식채널e,지식채널e,N,1,,,1,100000,031400,,,,,,"지식채널e, ebs, 다큐, 교양",,,,2019,KOR,KOR,,,,,,EBS,"월,화,수,목","다큐멘터리, 교육, 지식채널e",,본편,VOD,일반,90,9001,N
60020281760000,70000000007268,00033,00033,101570000,이웃집 찰스,지상파 > KBS > 시사교양,,,,,이웃집 찰스,이웃집 찰스,이웃집 찰스,,"취업, 학업, 결혼 등 다양한 이유로 한국 사회에서 정착해서 살아가려고  하는 외국인들의 생생한 리얼 적응 스토리. 좌충우돌하는 이방인들의 모습 을 통해 우리 사회를 돌아보는 프로그램.","취업, 학업, 결혼 등 다양한 이유로 한국 사회에서 정착해서 살아가려고  하는 외국인들의 생생한 리얼 적응 스토리. 좌충우돌하는 이방인들의 모습 을 통해 우리 사회를 돌아보는 프로그램.",N,1,,,1,060000,,,,,,,,이병용,,최원정,,KOR,KOR,,,,,,KBS1,화,"이방인, 외국인, 정착",,본편,VOD,일반,11,1103,N
60020602820000,90000000011647,00118,00118,210004680,에스케이 에이트 (SK8),애니메이션 > 애니메이션,,,,,에스케이 에이트 (SK8),에스케이 에이트 (SK8),에스케이 에이트 (SK8),,"[해당 시리즈는 매주 수요일에 업데이트 됩니다.]
스케이트보드를 무척 좋아하는 고교 2학년생, 레키가 빠져 있는 것… 그것은 ‘S’. ‘S’는 폐쇄된 광산을 스케이트보드를 타고 내려오는 룰이 필요 없는 위험한 극비 레이스이다. 그 중에서도 그곳에서 진행되는 ‘비프(결투)’에 많은 사람들이 열광하고 있었다.
(1화를 무료로 시청하실 수 있습니다.)",,N,1,,,4,040100,,,,,,,,,,,,KOR,KOR,,,,,,,,,,본편,VOD,일반,14,1401,N
60020618180000,90000000012701,50281,00239,200001656,맹처식신 (상),OPEN > 시리즈 > 무협/중화,萌妻食神,CHN,Cinderella Chef,,맹처식신 (상),맹처식신 (상),맹처식신 (상),,비정규직 셰프로 일하던 예자야오는 신비한 힘을 지닌 반지를 끼고 고대로 타임 슬립하게 된다. 어리둥절한 상황에서 예자야오는 왕권을 위협하는 흑풍채의 일당을 잠입 수사 중인 하순우와 위장결혼까지 하게 된다. 하순우의 노력을 지켜보면서 예자야오는 어느덧 하순우에게 마음을 빼앗긴다.,,N,1,28,,4,031100,,,,,,,,조금도,,"종단니,서지현,조로사",2018,CHN,CHN,,,,,,기타,"화,수,목,금,토",,,본편,VOD,일반,12,1205,N
60020607180000,90000000011836,00034,00034,101850000,밥이 되어라,지상파 > MBC > 드라마,,,,,밥이 되어라,밥이 되어라,밥이 되어라,,정통 궁중요리 대가의 비법 손맛을 타고난 '영신'과 그녀를 둘러싼 주변 사람들의 갈등과 성장을 그린 드라마,,N,1,,,4,030500,,,,,,,,백호민,하청옥,"정우연,재희,권혁,강다현,조한준",,KOR,KOR,,,,,,MBC,"월,화,수,목,금",,,본편,VOD,일반,11,1101,N
60020624730000,90000000013340,53441,00239,210005980,위대한 세기 시즌 3 (하),OPEN > 시리즈 > 해외,Magnificent Century,ENG,,Magnificent Century S3,위대한 세기 시즌 3 (하),위대한 세기 시즌 3 (하),위대한 세기 시즌 3 (하),,16세기의 오스만 제국을 배경으로 오스만 제국의 10대 술탄인 '술레이만 1세'와 전쟁 포로 출신의 노예에서 오스만 제국의 황후 '휘렘 술탄'이 된 알렉산드라의 일대기를 그린 터키 대하서사극이다. 터키 역사상 가장 유명한 황후 알렉산드라의 총명함과 야망을 엿볼 수 있다.,,N,1,31,,4,031100,031100,,,,,,,"야무르 타일란,두룰 타일란",,"할리트 에르겐치,메리엠 우젤리,오칸 얄라브크",2012,TUR,ENG,,,,,,기타,"월,화",,,본편,VOD,일반,12,1207,N
60020620830000,90000000013084,51921,00239,210002060,러브 인 체인 (상),OPEN > 시리즈 > 해외,,ENG,,,러브 인 체인 (상),러브 인 체인 (상),러브 인 체인 (상),,"19세기 말, 농노로 태어났지만, 대모의 보호 아래 귀족처럼 교육받은 카테리나는 아름답고 영민하며 외국어와 피아노에 능숙한 완벽한 숙녀로 자란다. 하지만 카테리나가 아무리 뛰어나도 결국 체르빈스키 지주 가문의 농노 신분에서 벗어나지는 못했다.",,N,1,48,,4,030600,030600,,,,,,,펠릭스 게르치코프,,"카테리나 코발추크,올렉세이 야로벤코,미하일로 하프릴로프",2019,UKR,ENG,,,,,,기타,"월,화,수,목,금",,,본편,VOD,일반,12,1207,N
60020608430000,90000000012266,52482,52482,210004260,너와 세계가 끝나는 날에 시즌1,시리즈 > 일드,,JPN,,,너와 세계가 끝나는 날에 시즌 1,너와 세계가 끝나는 날에 시즌 1,너와 세계가 끝나는 날에 시즌1,,"[본 시리즈는 매주 수요일에 업데이트 될 예정입니다.]
청혼을 준비하던 주인공은 불행하게도 터널 붕괴 사고에 휘말리게 되고 가까스로 목숨을 건진다. 본 적도 없는 위협이 줄줄이 닥치는 절망적인 상황에서 죽음과 이웃한 '종말의 세계'를 경험하게 되는 절체절명의 서바이벌 러브 스토리.",,N,1,10,,4,030100,030500,,,,,,,"스가와라 신타로,나카쿠키 츠요시",,"타케우치 료마,나카죠 아야미,카사마츠 쇼,이토요 마리에",,JPN,JPN,,,,,,기타,수,,,본편,VOD,일반,12,1203,N
40000000102006,80000000012843,00470,00470,112110000,휴먼다큐 사노라면,종편 > MBN > 시사교양,휴먼다큐 사노라면,KOR,,,휴먼다큐 사노라면,사노라면,휴먼다큐 사노라면,,"[본 프로그램은 매주 수요일에 업데이트 됩니다.]
삶이 그대를 속일지라도 슬퍼하거나 노하지 말아라! 슬픈 날엔 참고 견디라, 즐거운 날이 온다. 보통 사람들의 특별한 이야기! MBN 휴먼다큐 사노라면!","[본 프로그램은 매주 수요일에 업데이트 됩니다.]
삶이 그대를 속일지라도 슬퍼하거나 노하지 말아라! 슬픈 날엔 참고 견디라, 즐거운 날이 온다. 보통 사람들의 특별한 이야기! MBN 휴먼다큐 사노라면!",N,1,,,1,031400,,,,,,"[본 프로그램은 매주 수요일에 업데이트 됩니다.]
삶이 그대를 속일지라도 슬퍼하거나 노하지 말아라! 슬픈 날엔 참고 견디라, ...",,박병호,,,2018,KOR,KOR,,MBN,,,,MBN,화,휴먼,,,VOD,본편,11,1103,N
60020612250000,90000000013167,00498,00498,200001617,서검은구록 2002,시리즈 > 중드,,CHN,,,서검은구록 2002,서검은구록 2002,서검은구록 2002,,"[올레tv 선독점! 채널방송 종료 후, 당일 월~목요일에 업데이트 됩니다.]
‘반청복명’을 목적으로 한 조직 홍화회의 우만정이 분뢰수 문태래와 함께 밤에 조정 궁에 침입하여 건륭제 출생의 비밀을 밝힌다. 진가락은 우만정의 유서를 보고 건륭제가 한족 혈통임을 알게 된다.",,N,1,45,,4,030900,,,,,,,,"위한동,황위명",,"조문탁,소영하",2002,CHN,CHN,,,,,,기타,"월,화,수,목",,,본편,VOD,일반,12,1204,N
60020619990000,,00352,00352,104440000,마녀의 발견 2,영화 > 캐치온,,,,,마녀의 발견 2,마녀의 발견 2,마녀의 발견 2,,엘리자베스 시대 런던에서 세상을 깨울 전설의 고서 ‘생명의 책’을 손에 넣어라! 한 층 더 강력해진 마녀와 뱀파이어의 타임슬립 판타지 시리즈,,N,1,,,4,010500,,,,,,,,라클란 맥키넌,,매튜 구드,,KOR,KOR,,,,,,,,,,본편,VOD,일반,10,1003,N
60020600150000,90000000010968,00344,00344,101540000,설민석의 벌거벗은 세계사,CJ > TVN,,,,,설민석의 벌거벗은 세계사,설민석의 벌거벗은 세계사,설민석의 벌거벗은 세계사,," 전 세계 곳곳을 온택트로 둘러보며 각 나라의 명소를 살펴보고, 다양한 관점에서 우리가 몰랐던 세계의 역사를 파헤치는 프로그램",,Y,1,,,4,050100,,,,,,,,,,"은지원,존박,이혜성",,KOR,KOR,,,,,,tvN,토,,,본편,VOD,일반,11,1102,N
60020383490000,81000000006305,00470,00470,112110000,판도라,종편 > MBN > 시사교양,,,,,판도라,판도라,판도라,,비상식의 시대! 수술대에 오른 대한민국! 정계 원로와 각 분야의 정치 고수들이 한데 모인 판도라! 한국 정치의 민낯을 해부하고 숨겨져 있던 정치판의 비밀을 공개한다.,비상식의 시대! 수술대에 오른 대한민국! 정계 원로와 각 분야의 정치 고수들이 한데 모인 판도라! 한국 정치의 민낯을 해부하고 숨겨져 있던 정치판의 비밀을 공개한다.,N,1,,,4,060000,060400,060700,,,,,"정치, 대선",방일,,최윤영,2018,KOR,KOR,,,,,,MBN,목,"회색분자, 정치판, 정국",,본편,VOD,일반,11,1103,N
60020560190000,90000000007567,00344,00344,101540000,미래수업,CJ > TVN,,,,,미래수업,미래수업,미래수업,,"코로나 이후의 세상에 대해 우리 시대 석학의 지혜를 듣고, 새로운 삶의 방식을 모색해보는 강연 프로그램.",,N,1,,,1,060000,,,,,,,,"박지은,이지윤",,"안현모,박종화,이현숙,김누리",2020,KOR,KOR,,,,,,tvN,목,,,본편,VOD,일반,11,1103,N
60020479690000,81000000015038,52401,52401,210003903,리치는 못말려,CJ > DIATV,,,,,리치는 못말려,리치는 못말려,리치는 못말려,,우리아빠는 조섭이개.,,N,1,,,1,050100,070100,,,,,,"반려견, 강아지",,,리치,2019,KOR,KOR,,,,,,기타,월,"반려견, 강아지",,본편,VOD,일반,11,1102,N
60020629840000,,51241,51241,210000784,(인앱상품) 핑크퐁과 호기의 댄스타임 율동 모음집,인앱 > VOD > 일반,,,,,(인앱상품) 핑크퐁과 호기의 댄스타임 율동 모음집 1화,(인앱상품) 핑크퐁과 호기의 댄스타임 율동 모음집 1화,(인앱상품) 핑크퐁과 호기의 댄스타임 율동 모음집 1화,(인앱상품) 핑크퐁과 호기의 댄스타임 율동 모음집 1화,(인앱상품) 핑크퐁과 호기의 댄스타임 율동 모음집 1화,,N,1,,1,1,140000,,,,,,인앱상품,,,,,2021,KOR,KOR,,,,,,,,,,본편,VOD,일반,90,9001,N
60020322020000,80000000012851,00442,00442,112090000,모란봉 클럽,종편 > TV조선 > 연예오락,,,,,모란봉 클럽,모란봉 클럽,모란봉 클럽,,"[본 프로그램은 매주 일요일에 업데이트 됩니다.]
남한에서 가장 ‘독한’ 사연과 가장 ‘흥미로운’ 시선을 가지고 있는 탈북 미녀들. 세상의 끝과도 같던 북한 땅에서 남한으로 넘어온 북녀들은 지금 이 순간 어떠한 인생을 살고 있을까?","[본 프로그램은 매주 일요일에 업데이트 됩니다.]
남한에서 가장 ‘독한’ 사연과 가장 ‘흥미로운’ 시선을 가지고 있는 탈북 미녀들. 세상의 끝과도 같던 북한 땅에서 남한으로 넘어온 북녀들은 지금 이 순간 어떠한 인생을 살고 있을까?",N,1,,,4,050100,050300,,,,,,,"조승연,양영래",오유선,박미선,,KOR,KOR,,,,,,TV조선,토,"북한, 남한",,본편,VOD,일반,11,1102,N
60020413720000,81000000007519,00498,00498,200001617,반요경성 2,시리즈 > 중드,반요경성 2,CHN,,,반요경성 2,반요경성 2,반요경성 2,,"[본 시리즈는 업데이트 완료되었습니다.]
경성은 만요의 왕의 책임을 다할 것을 맹세하고, 요괴들의 질서를 잡고, 자신을 강하게 단련하여 요괴들을 복종시킨다. 기억을 잃은 명하는 친한 친구 영향을 받아 퇴마사가 되고, 보이는 요괴들은 모두 죽인다.","[본 시리즈는 업데이트 완료되었습니다.]
경성은 만요의 왕의 책임을 다할 것을 맹세하고, 요괴들의 질서를 잡고, 자신을 강하게 단련하여 요괴들을 복종시킨다. 기억을 잃은 명하는 친한 친구 영향을 받아 퇴마사가 되고, 보이는 요괴들은 모두 죽인다.",Y,1,,,4,030300,030300,030200,,,,,,"류진명,임해요",,"장철한,이일동,함청자",,CHN,CHN,,,,,,기타,월,"중드, 반요, 경성, 요괴",,본편,VOD,일반,12,1206,N
60020608190000,90000000012470,52482,52482,210004260,우리 집 이야기,시리즈 > 일드,,JPN,,,우리 집 이야기,우리 집 이야기,우리 집 이야기,,"[본 시리즈는 매주 목요일에 업데이트 될 예정입니다.]
마음이 맞지 않는다고 생각하고 떠났던 가족이 다시 모여 살기 시작하면서 귀찮음과 동시에 치솟는 사랑스러운 마음을 깨닫게 되는 이야기를 드린 홈 드라마.",,N,1,10,,4,030500,030400,,,,,,,"카네코 후미노리,야마무로 다이스케,",,"나가세 토모야,토다 에리카,나가야마 켄토,에구치 노리코",,JPN,JPN,,,,,,기타,수,,,본편,VOD,일반,12,1203,N
